Prime,Prime_Diff,Cluster,Spiral_X,Spiral_Y
30109,4.0,True,-75.10066875527744,-156.42534817768532
30113,6.0,True,-74.90062670929325,-156.53400946297612
30119,14.0,False,-74.70290880817846,-156.64761541624873
30133,4.0,True,-74.51491316383107,-156.78178375113197
30137,2.0,True,-74.31436174003345,-156.88969258422122
30139,22.0,False,-74.11119619157299,-156.99213546880037
30161,8.0,False,-73.93240633536178,-157.14642628282374
30169,12.0,False,-73.73622278585898,-157.26401193303622
30181,6.0,True,-73.54473045830373,-157.39178066790987
30187,10.0,False,-73.3457382018422,-157.50365928329038
30197,6.0,True,-73.15142339858416,-157.625725231515
30203,8.0,False,-72.95208199494908,-157.7371032211579
30211,12.0,False,-72.75498184710244,-157.85345297594154
30223,18.0,False,-72.56250272398778,-157.980008856916
30241,12.0,False,-72.37699436501224,-158.1220120245343
30253,6.0,True,-72.18407434562776,-158.24809449363008
30259,10.0,False,-71.98380891357806,-158.3582370901289
30269,2.0,True,-71.78812155779718,-158.4785966722413
30271,22.0,False,-71.58278210568503,-158.57775791708625
30293,14.0,False,-71.4008799462298,-158.72905954142132
30307,6.0,True,-71.20929698628808,-158.859170408002
30313,6.0,True,-71.00812246329079,-158.9680676873135
30319,4.0,True,-70.80678411921267,-159.07670892589903
30323,18.0,False,-70.60295395722719,-159.17984449205136
30341,6.0,True,-70.41522220782862,-159.31947929058177
30347,20.0,False,-70.21335881257731,-159.42736353667854
30367,22.0,False,-70.02747702893559,-159.57177839756594
30389,2.0,True,-69.8436280943712,-159.72121842327385
30391,12.0,False,-69.63658882027914,-159.81785099755086
30403,24.0,False,-69.44083714868657,-159.9405206196653
30427,4.0,True,-69.25853951766031,-160.09451803194472
30431,18.0,False,-69.0532587447809,-160.19565367614172
30449,18.0,False,-68.86366460887893,-160.3333892133383
30467,2.0,True,-68.6738220540721,-160.47088883808686
30469,22.0,False,-68.46575725360991,-160.5659991520302
30491,2.0,True,-68.27995818842975,-160.7135567081579
30493,4.0,True,-68.0715610802646,-160.8081545572108
30497,12.0,False,-67.86525856770614,-160.90775829505046
30509,8.0,False,-67.66768402182655,-161.0282103829085
30517,12.0,False,-67.46548635208138,-161.13785449507856
30529,10.0,False,-67.2675232986612,-161.25780697152018
30539,14.0,False,-67.06716304105396,-161.37222698353236
30553,4.0,True,-66.87099413797118,-161.4969663585029
30557,2.0,True,-66.66370277183897,-161.59502075481132
30559,18.0,False,-66.45409438313614,-161.68751757546787
30577,16.0,False,-66.26169659585307,-161.82208614475067
30593,38.0,False,-66.06689499617461,-161.9511203590899
30631,6.0,True,-65.89553270058,-162.13814717735855
30637,6.0,True,-65.68947138327246,-162.24023344838426
30643,6.0,True,-65.48325503735339,-162.3420565032762
30649,12.0,False,-65.27688400108465,-162.4436161106645
30661,10.0,False,-65.0767263026704,-162.56081844567382
30671,6.0,True,-64.87425590434384,-162.67246515885137
30677,12.0,False,-64.66738704116236,-162.77324427948378
30689,8.0,False,-64.46666707345976,-162.8896830263958
30697,6.0,True,-64.26156382621684,-162.9952496688448
30703,4.0,True,-64.0542072958634,-163.0952437310744
30707,6.0,True,-63.84461931166028,-163.18965832720275
30713,14.0,False,-63.63696562457022,-163.28911968069784
30727,30.0,False,-63.43741902606387,-163.40958927587937
30757,6.0,True,-63.2541174326546,-163.5723589969159
30763,10.0,False,-63.04589508063762,-163.67105765370133
30773,8.0,False,-62.84160641020043,-163.78013464332435
30781,22.0,False,-62.635103638898194,-163.8836288106426
30803,6.0,True,-62.44262821479505,-164.024139021148
30809,8.0,False,-62.23372635717535,-164.12179411552935
30817,12.0,False,-62.026687970706426,-164.2245108970784
30829,10.0,False,-61.8234970674439,-164.33762566847483
30839,2.0,True,-61.618115853191675,-164.44515133837984
30841,10.0,False,-61.40459386912989,-164.53107868049494
30851,2.0,True,-61.19888771145232,-164.63807622442948
30853,6.0,True,-60.98509894104572,-164.72345827826365
30859,10.0,False,-60.77513044295237,-164.81924499172456
30869,2.0,True,-60.56893943440232,-164.92544853900415
30871,10.0,False,-60.35475311075464,-165.01001114156634
30881,12.0,False,-60.14824058190717,-165.11568415780803
30893,18.0,False,-59.943493554622115,-165.2264433450862
30911,20.0,False,-59.74435591155181,-165.35299191945037
30931,6.0,True,-59.54690966666494,-165.48463840837326
30937,4.0,True,-59.33579060664275,-165.57857335139906
30941,8.0,False,-59.12261626559625,-165.66688337115255
30949,22.0,False,-58.913119353794706,-165.76563084067075
30971,6.0,True,-58.716736713759055,-165.90161189598822
30977,6.0,True,-58.50498414247051,-165.99447831325378
30983,30.0,False,-58.29308846141923,-166.08707305997402
31013,6.0,True,-58.103536636048126,-166.24373380787443
31019,14.0,False,-57.89126930367413,-166.33580774568497
31033,6.0,True,-57.68629584994153,-166.44906509534087
31039,12.0,False,-57.47371587792872,-166.54060160568392
31051,12.0,False,-57.26652761112246,-166.64796673036412
31063,6.0,True,-57.05915451488863,-166.7550685467943
31069,10.0,False,-56.84610817919933,-166.84579702491388
31079,2.0,True,-56.63656631080248,-166.94699564988306
31081,10.0,False,-56.419594859431875,-167.0264329856133
31091,30.0,False,-56.209744519790185,-167.1270912240739
31121,2.0,True,-56.01772867160782,-167.28124244658792
31123,16.0,False,-55.8002974645123,-167.35987214046247
31139,8.0,False,-55.59525545107514,-167.4758716094044
31147,4.0,True,-55.38288958325122,-167.5700914286598
31151,2.0,True,-55.16682955081781,-167.65327589197597
31153,6.0,True,-54.9488825694608,-167.7307971255357
31159,18.0,False,-54.734340433596316,-167.81880698330323
31177,4.0,True,-54.53015680293405,-167.93886387327808
31181,2.0,True,-54.31355618753995,-168.02094397503825
31183,6.0,True,-54.09509913351905,-168.0973534881937
31189,4.0,True,-53.879990207804404,-168.1842639940102
31193,26.0,False,-53.66302556945869,-168.26550355533848
31219,4.0,True,-53.464781927378844,-168.40581074730716
31223,8.0,False,-53.24749744555364,-168.48650989258982
31231,6.0,True,-53.033489371664665,-168.57772392895077
31237,10.0,False,-52.817641966545004,-168.66326421925393
31247,2.0,True,-52.605028108406316,-168.7593286835243
31249,4.0,True,-52.38554669850378,-168.83351117920543
31253,6.0,True,-52.16763037795899,-168.91281283771417
31259,8.0,False,-51.95125795087615,-168.99723902277674
31267,4.0,True,-51.73640805121837,-169.08679452268836
31271,6.0,True,-51.51811696568912,-169.1652553697407
31277,30.0,False,-51.30134912957842,-169.24884512895537
31307,12.0,False,-51.10404219176638,-169.3970981795797
31319,2.0,True,-50.891800663271766,-169.49638528667748
31321,6.0,True,-50.671296427690116,-169.56833347750154
31327,6.0,True,-50.45391218311431,-169.6508259497094
31333,4.0,True,-50.236398289109225,-169.7330382893619
31337,20.0,False,-50.0171590287101,-169.80955156497154
31357,22.0,False,-49.81051490230604,-169.92913995300265
31379,8.0,False,-49.60521906050687,-170.05388040841387
31387,4.0,True,-49.388662209913235,-170.14041273346874
31391,2.0,True,-49.16883038242439,-170.2158221753324
31393,4.0,True,-48.94732637443421,-170.28552269877383
31397,72.0,False,-48.72727607231758,-170.3603609017431
31469,8.0,False,-48.55960703528186,-170.61935577354348
31477,4.0,True,-48.34215918872438,-170.70452731246482
31481,8.0,False,-48.12151364752171,-170.77856986247247
31489,22.0,False,-47.90379954166486,-170.86317915066428
31511,2.0,True,-47.696542260035635,-170.98549604114567
31513,4.0,True,-47.47397837804301,-171.05327058247414
31517,14.0,False,-47.25281803039152,-171.12618498694673
31531,10.0,False,-47.039007677677446,-171.22596694631167
31541,2.0,True,-46.822045774757164,-171.31461125504316
31543,4.0,True,-46.599022256635955,-171.38124496200146
31547,20.0,False,-46.3773745854425,-171.45302308959606
31567,6.0,True,-46.167320259442924,-171.5679997553799
31573,10.0,False,-45.946853947355486,-171.64465215188147
31583,18.0,False,-45.729161506493064,-171.73189508042205
31601,6.0,True,-45.517080011579914,-171.84061052969824
31607,20.0,False,-45.29619061835593,-171.91641898162482
31627,16.0,False,-45.085160095628574,-172.03002162166794
31643,6.0,True,-44.87106914091587,-172.1324697846143
31649,8.0,False,-44.64973091430816,-172.20743749699048
31657,6.0,True,-44.42967635487693,-172.28756153303956
31663,4.0,True,-44.208091584190804,-172.3619582114447
31667,20.0,False,-43.984998767290286,-172.4306233922544
31687,12.0,False,-43.77285443364195,-172.5425663850263
31699,22.0,False,-43.55499218212742,-172.63244960323894
31721,2.0,True,-43.343800548255906,-172.74928351235795
31723,4.0,True,-43.11878218073379,-172.81137295690482
31727,2.0,True,-42.89502749905395,-172.8786181569468
31729,12.0,False,-42.66982565227697,-172.940122524544
31741,10.0,False,-42.45122388383927,-173.0285918302642
31751,18.0,False,-42.23113196277923,-173.11132687707737
31769,2.0,True,-42.01618560621713,-173.21558863769715
31771,22.0,False,-41.79051355182024,-173.27594460015257
31793,6.0,True,-41.57783514998277,-173.39055229233472
31799,18.0,False,-41.354520519366865,-173.46124533339795
31817,30.0,False,-41.13885027623018,-173.56438286108684
31847,2.0,True,-40.93068956665621,-173.6999673333246
31849,10.0,False,-40.70434647326941,-173.75890244296565
31859,14.0,False,-40.48300225695739,-173.83936990297448
31873,10.0,False,-40.264042663137445,-173.93046561318997
31883,8.0,False,-40.04240015295296,-174.01036230636038
31891,16.0,False,-39.8193678196758,-174.08451380419044
31907,50.0,False,-39.601174171383256,-174.1802141583474
31957,6.0,True,-39.403762604528836,-174.36841311603987
31963,10.0,False,-39.178944396290426,-174.43626433741463
31973,8.0,False,-38.956452592521536,-174.51474092868668
31981,10.0,False,-38.73261035109144,-174.58747061398918
31991,12.0,False,-38.50984758078381,-174.6653704639383
32003,6.0,True,-38.28814263525055,-174.74844243524095
32009,18.0,False,-38.06271755387957,-174.81484357002867
32027,2.0,True,-37.84427434572068,-174.91372415921467
32029,22.0,False,-37.61624000697177,-174.96862143749632
32051,6.0,True,-37.39979740148666,-175.07785455141877
32057,2.0,True,-37.17385294983536,-175.14309765692744
32059,4.0,True,-36.94549663414119,-175.1971183508926
32063,6.0,True,-36.71820774547037,-175.2563072187717
32069,8.0,False,-36.491964971409516,-175.3206676137341
32077,6.0,True,-36.266746887664965,-175.3902023209565
32083,6.0,True,-36.04028534122826,-175.45397639416115
32089,10.0,False,-35.81371861789818,-175.51745656417773
32099,18.0,False,-35.58926463903669,-175.59158363216793
32117,2.0,True,-35.36908233125467,-175.68730180364471
32119,22.0,False,-35.13995616703142,-175.7389640363773
32141,2.0,True,-34.92162212973517,-175.8450462988025
32143,16.0,False,-34.69227492388963,-175.89612292658774
32159,14.0,False,-34.470357715144324,-175.98521085304296
32173,10.0,False,-34.2472000245776,-176.06853577648843
32183,6.0,True,-34.02176733328597,-176.14062378542823
32189,2.0,True,-33.79410404137361,-176.20147142416496
32191,12.0,False,-33.56425415480403,-176.2510733102971
32203,10.0,False,-33.33950913108314,-176.32775485129508
32213,20.0,False,-33.11359168520515,-176.39866792497475
32233,4.0,True,-32.89264756842194,-176.49666777573898
32237,14.0,False,-32.663395522901055,-176.55056667401135
32251,6.0,True,-32.43908812614377,-176.6315531312123
32257,4.0,True,-32.21062904979651,-176.6903375292956
32261,36.0,False,-31.98108003008879,-176.74334646630706
32297,2.0,True,-31.767188703894682,-176.88370677326714
